ID,Gender,BAMajor,BAGPA,yrs_work,yrs_python,yrs_R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,GPA
20210786,M,Information Systems,3.06,3,4,2,90.60,72.75,72.75,84.79,78.54,94.56,87.13,91.02,84.58,20.93,90.78,72.76,72.82,71.89,61.69,89.42,75.92,82.85,71.54,4.38,3.39
20210787,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.50,51.73,53.20,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210788,F,Applied Math,3.23,3,0,2,86.76,82.39,67.27,86.50,86.07,77.60,54.03,73.00,65.07,23.40,86.84,82.46,67.33,74.82,74.08,60.22,29.19,53.29,42.34,5.48,3.37
20210789,M,Computer Science,3.50,2,1,0,55.84,59.50,39.15,65.90,69.93,88.58,73.99,65.07,59.50,43.14,55.87,59.68,39.18,43.43,48.90,78.46,54.75,42.34,35.40,18.61,3.20
20210790,M,Computer Science,3.35,1,3,0,39.26,67.54,41.42,79.46,83.05,75.21,84.58,82.61,69.41,56.67,39.42,67.60,41.47,63.14,68.97,56.57,71.54,68.24,48.18,32.11,3.44
20210791,M,Computer Science,3.50,2,1,0,55.84,59.50,39.15,65.90,69.93,88.58,73.99,65.07,59.50,43.14,55.92,59.61,39.17,43.43,48.90,78.46,54.75,42.34,35.40,18.61,3.20
20210792,F,Others,3.14,0,0,0,24.07,19.87,29.94,59.35,47.62,63.17,33.12,66.80,40.48,58.20,23.94,20.09,29.87,34.93,22.89,40.26,10.90,44.68,16.43,34.02,2.98
20210793,M,Business,3.55,3,1,1,70.84,69.67,65.07,66.73,69.14,70.45,65.07,65.62,73.74,15.98,71.00,69.82,65.15,44.53,47.80,49.63,42.34,43.06,54.38,2.55,3.45
20210794,M,Others,3.31,3,0,1,58.35,48.71,73.74,65.90,78.54,79.69,46.01,46.01,59.19,0.00,58.47,48.77,73.80,43.43,61.69,63.50,21.17,21.17,35.03,0.00,3.03
20210795,M,Applied Math,3.66,4,1,4,98.74,97.41,83.93,92.81,95.52,87.75,81.95,72.75,84.79,50.54,98.91,97.50,83.96,86.14,91.24,77.00,67.16,52.93,71.89,25.54,3.79
20210796,F,Computer Science,4,3,3,2,75.96,79.46,86.92,82.61,91.02,85.22,74.48,89.40,78.77,44.39,76.04,79.57,86.99,68.24,82.85,72.62,55.47,79.92,62.05,19.70,4.06
20210797,M,Others,2.57,3,1,2,83.17,85.01,82.61,86.71,84.79,88.58,65.90,71.22,70.97,0.00,83.36,85.21,82.77,75.19,71.89,78.46,43.43,50.72,50.37,0.00,3.00
20210798,F,Others,3.16,2,0,1,46.37,73.00,56.67,66.73,69.93,61.61,41.42,43.98,54.37,34.17,46.39,73.13,56.84,44.53,48.90,37.96,17.16,19.34,29.56,11.68,3.03
20210799,M,Computer Science,3.18,0,1,2,77.14,53.70,63.93,59.50,51.97,79.23,53.35,72.49,47.18,42.29,77.26,53.84,63.93,35.40,27.01,62.77,28.46,52.55,22.26,17.88,3.21
20210800,F,Information Systems,3.12,2,1,2,69.30,71.22,80.60,75.21,79.23,61.01,78.54,54.03,76.18,25.63,69.42,71.29,80.65,56.57,62.77,37.22,61.69,29.19,58.03,6.57,3.24
20210801,M,Information Systems,3.90,2,2,2,80.99,71.22,71.22,84.79,66.45,71.48,84.36,67.81,62.78,20.93,81.03,71.34,71.26,71.89,44.16,51.09,71.17,45.98,39.41,4.38,3.57
20210802,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.47,68.69,62.49,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210803,M,Electronic Engineering,3.27,0,4,2,74.29,67.27,65.62,70.45,75.45,61.01,77.60,72.75,80.15,68.35,74.32,67.34,65.69,49.63,56.93,37.22,60.22,52.93,64.24,46.72,3.50
20210804,F,Electronic Engineering,3.27,1,3,1,78.29,80.15,67.81,74.48,65.62,73.99,67.00,82.17,69.41,63.93,78.47,80.27,67.85,55.47,43.06,54.75,44.89,67.52,48.18,40.87,3.37
20210805,M,Electronic Engineering,3.09,1,3,1,72.59,68.08,65.35,80.37,63.36,65.35,82.39,74.24,68.62,52.67,72.63,68.24,65.42,64.59,40.14,42.71,67.88,55.12,47.09,27.74,3.13
20210806,F,Electronic Engineering,3.15,0,2,0,37.39,67.81,63.36,63.93,47.95,54.03,61.90,59.19,76.18,44.39,37.47,67.90,63.51,40.87,22.99,29.19,38.32,35.03,58.03,19.70,3.03
20210807,F,Applied Math,3.10,2,1,1,76.20,58.26,68.62,65.90,80.60,64.78,71.74,56.35,69.93,38.21,76.36,58.37,68.74,43.43,64.96,41.96,51.47,31.75,48.90,14.60,3.06
20210808,F,Electronic Engineering,3.63,4,3,0,71.09,78.54,66.45,79.00,85.01,91.82,89.20,88.79,76.89,15.98,71.28,78.67,66.52,62.41,72.27,84.31,79.57,78.84,59.12,2.55,3.53
20210809,F,Business,3.39,3,1,1,72.09,78.30,55.70,77.37,78.30,84.36,80.37,73.25,87.13,41.85,72.14,78.46,55.85,59.86,61.31,71.17,64.59,53.66,75.92,17.51,3.43
20210810,F,Applied Math,3.06,3,2,1,85.51,81.05,83.93,68.08,86.92,79.92,79.00,67.00,61.31,0.00,85.65,81.17,83.95,46.35,75.55,63.87,62.41,44.89,37.59,0.00,3.33
20210811,M,Computer Science,3.18,0,1,2,77.14,53.70,63.93,59.50,51.97,79.23,53.35,72.49,47.18,42.29,77.17,53.72,64.06,35.40,27.01,62.77,28.46,52.55,22.26,17.88,3.21
20210812,F,Applied Math,3.50,0,2,3,92.36,90.21,87.55,69.41,56.99,63.65,73.25,67.81,78.30,54.03,92.54,90.27,87.59,48.18,32.48,40.51,53.66,45.98,61.31,29.19,3.61
20210813,F,Business,3.05,3,0,1,72.83,58.57,73.74,85.22,80.37,78.07,77.13,76.18,81.95,0.00,72.90,58.65,73.85,72.62,64.59,60.95,59.49,58.03,67.16,0.00,3.21
20210814,F,Others,3.28,0,2,2,72.09,74.97,55.04,60.41,55.37,56.02,76.89,69.14,68.88,60.41,72.28,75.13,55.14,36.49,30.66,31.38,59.12,47.80,47.44,36.49,3.17
20210815,F,Information Systems,4,0,2,2,78.74,74.97,75.45,59.19,65.35,65.90,80.83,74.97,58.26,64.50,78.75,75.05,75.52,35.03,42.71,43.43,65.33,56.21,33.94,41.60,3.80
20210816,F,Applied Math,3.23,3,0,2,86.76,82.39,67.27,86.50,86.07,77.60,54.03,73.00,65.07,23.40,86.86,82.52,67.39,74.82,74.08,60.22,29.19,53.29,42.34,5.48,3.37
20210817,F,Electronic Engineering,3.10,2,1,0,69.56,66.73,58.88,60.41,59.50,75.70,67.00,50.90,46.40,27.02,69.75,66.75,59.05,36.49,35.40,57.30,44.89,25.91,21.53,7.30,3.14
20210818,M,Computer Science,3.14,2,2,1,59.87,55.70,58.57,82.39,79.00,85.44,60.71,78.77,79.92,53.35,59.92,55.71,58.70,67.88,62.41,73.00,36.86,62.05,63.87,28.46,3.27
20210819,F,Liberal Arts,3.22,0,1,0,29.33,55.37,48.33,62.20,45.61,52.32,69.67,67.81,75.94,60.11,29.50,55.54,48.47,38.69,20.80,27.37,48.54,45.98,57.67,36.13,2.99
20210820,F,Electronic Engineering,3.36,0,3,1,60.17,65.62,59.19,70.71,60.71,57.63,66.73,73.25,61.61,70.19,60.31,65.67,59.26,50.00,36.86,33.21,44.53,53.66,37.96,49.27,3.15
20210821,M,Information Systems,3.15,1,2,2,61.35,67.54,64.50,73.49,72.75,79.00,83.05,66.18,64.22,30.21,61.35,67.67,64.61,54.01,52.93,62.41,68.97,43.80,41.24,9.13,3.20
20210822,F,Liberal Arts,4,2,1,1,62.50,62.20,57.63,72.24,70.71,76.18,81.05,72.75,86.07,47.57,62.60,62.34,57.71,52.19,50.00,58.03,65.69,52.93,74.08,22.63,3.84
20210823,F,Business,3.13,0,0,0,20.74,56.99,59.50,40.53,26.33,36.25,66.18,49.45,61.01,54.03,20.84,57.04,59.67,16.43,6.93,13.14,43.80,24.45,37.22,29.19,2.77
20210824,M,Applied Math,3.20,0,2,2,75.25,81.95,69.67,39.61,70.71,53.35,64.78,73.74,76.18,49.08,75.45,82.09,69.70,15.69,50.00,28.46,41.96,54.38,58.03,24.09,3.28
20210825,M,Computer Science,3.35,1,3,0,39.26,67.54,41.42,79.46,83.05,75.21,84.58,82.61,69.41,56.67,39.39,67.72,41.58,63.14,68.97,56.57,71.54,68.24,48.18,32.11,3.44
20210826,M,Business,3.23,1,1,0,60.46,35.74,58.88,66.45,53.35,58.88,58.57,73.00,65.35,33.64,60.57,35.78,59.00,44.16,28.46,34.67,34.30,53.29,42.71,11.32,3.12
20210827,F,Electronic Engineering,2.76,1,4,1,81.65,71.22,81.95,69.93,82.61,82.39,76.18,86.29,82.39,58.88,81.74,71.25,82.04,48.90,68.24,67.88,58.03,74.46,67.88,34.67,3.31
20210828,F,Business,3.72,1,0,1,53.88,68.08,53.35,67.00,64.50,53.70,67.81,74.48,73.00,47.95,53.90,68.26,53.54,44.89,41.60,28.84,45.98,55.47,53.29,22.99,3.35
20210829,M,Others,3.00,0,2,1,54.21,55.04,64.22,67.54,47.57,58.88,70.97,78.07,65.07,63.93,54.37,55.15,64.31,45.62,22.63,34.67,50.37,60.95,42.34,40.87,3.02
20210830,F,Information Systems,3.37,4,2,2,79.20,81.50,91.02,94.37,80.60,82.17,81.05,83.49,74.24,8.54,79.38,81.53,91.05,89.06,64.96,67.52,65.69,69.71,55.12,0.73,3.50
20210831,M,Applied Math,3.13,2,0,2,85.72,86.71,80.37,78.77,78.54,55.04,42.29,50.90,66.45,18.12,85.81,86.76,80.48,62.05,61.69,30.29,17.88,25.91,44.16,3.28,3.13
20210832,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.37,68.69,62.56,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210833,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.49,68.77,67.16,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210834,M,Information Systems,3.45,3,2,1,58.35,80.60,64.22,90.82,83.71,86.07,70.71,78.77,67.54,0.00,58.54,80.75,64.36,82.48,70.07,74.08,50.00,62.05,45.62,0.00,3.44
20210835,F,Applied Math,3.11,1,1,2,90.00,76.65,63.36,66.45,66.18,57.31,58.57,74.97,61.01,57.31,90.15,76.67,63.56,44.16,43.80,32.84,34.30,56.21,37.22,32.84,3.15
20210836,M,Information Systems,3.37,3,3,1,84.67,72.49,75.94,76.18,85.22,88.58,73.49,81.05,84.79,18.12,84.70,72.58,76.10,58.03,72.62,78.46,54.01,65.69,71.89,3.28,3.52
20210837,M,Electronic Engineering,3.05,3,3,2,88.19,77.60,73.99,93.59,92.41,81.50,76.42,72.75,81.95,35.74,88.28,77.67,74.13,87.59,85.40,66.42,58.40,52.93,67.16,12.77,3.33
20210838,F,Electronic Engineering,3.24,2,1,1,61.93,55.70,74.97,82.83,62.78,70.45,68.08,68.08,66.45,44.80,61.98,55.72,75.07,68.61,39.41,49.63,46.35,46.35,44.16,20.07,3.14
20210839,M,Information Systems,3.30,1,2,2,84.45,74.48,84.14,62.78,64.22,75.94,71.22,67.81,69.41,44.39,84.58,74.54,84.33,39.41,41.24,57.67,50.72,45.98,48.18,19.70,3.49
20210840,F,Business,3.99,3,1,2,68.26,68.08,84.36,71.22,75.70,76.18,86.71,79.23,70.19,34.70,68.31,68.24,84.44,50.72,57.30,58.03,75.19,62.77,49.27,12.04,3.65
20210841,M,Computer Science,3.29,3,3,2,87.38,73.00,84.79,96.09,97.04,91.02,83.93,93.00,84.36,27.68,87.39,73.18,84.87,92.33,94.17,82.85,70.44,86.49,71.17,7.66,3.49
20210842,F,Applied Math,3.43,2,0,4,95.79,89.20,95.33,75.94,75.70,80.37,72.75,60.11,66.73,33.09,95.89,89.29,95.43,57.67,57.30,64.59,52.93,36.13,44.53,10.95,3.62
20210843,F,Electronic Engineering,3.19,4,1,1,81.87,67.81,70.71,78.07,86.92,83.93,55.37,66.45,58.57,0.00,81.96,67.98,70.90,60.95,75.55,70.44,30.66,44.16,34.30,0.00,3.07
20210844,F,Applied Math,3.50,0,2,3,92.36,90.21,87.55,69.41,56.99,63.65,73.25,67.81,78.30,54.03,92.53,90.39,87.60,48.18,32.48,40.51,53.66,45.98,61.31,29.19,3.61
20210845,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,81.95,64.27,78.58,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210846,F,Applied Math,3.46,2,1,2,89.00,67.81,79.46,68.88,62.78,68.35,60.41,63.07,57.95,0.00,89.18,67.95,79.55,47.44,39.41,46.72,36.49,39.78,33.58,0.00,3.28
20210847,M,Computer Science,3.01,2,3,2,63.36,86.07,86.71,92.81,86.07,82.39,88.38,77.37,74.97,62.49,63.55,86.24,86.81,86.14,74.08,67.88,78.11,59.86,56.21,39.05,3.51
20210848,F,Computer Science,3.99,4,1,1,75.73,78.54,70.45,94.37,100.91,88.38,78.30,72.49,54.71,0.00,75.74,78.71,70.59,89.06,101.83,78.11,61.31,52.55,29.93,0.00,3.74
20210849,F,Computer Science,3.97,0,2,1,63.92,50.18,52.32,61.01,55.70,56.02,73.49,77.60,58.88,68.62,64.10,50.24,52.47,37.22,31.02,31.38,54.01,60.22,34.67,47.09,3.65
20210850,F,Computer Science,3.43,2,1,1,68.00,63.36,74.73,71.99,88.79,84.36,60.71,70.19,60.71,30.21,68.01,63.43,74.92,51.83,78.84,71.17,36.86,49.27,36.86,9.13,3.26
20210851,M,Others,3.00,0,2,1,54.21,55.04,64.22,67.54,47.57,58.88,70.97,78.07,65.07,63.93,54.25,55.12,64.36,45.62,22.63,34.67,50.37,60.95,42.34,40.87,3.02
20210852,F,Information Systems,3.27,1,4,3,85.51,77.37,94.75,80.83,76.18,69.14,82.61,84.14,87.96,67.00,85.65,77.46,94.76,65.33,58.03,47.80,68.24,70.80,77.37,44.89,3.59
20210853,M,Electronic Engineering,3.04,2,2,1,56.16,76.65,76.89,66.18,65.35,65.35,61.61,64.22,71.22,48.71,56.30,76.85,77.04,43.80,42.71,42.71,37.96,41.24,50.72,23.73,3.09
20210854,F,Information Systems,3.12,2,1,2,69.30,71.22,80.60,75.21,79.23,61.01,78.54,54.03,76.18,25.63,69.32,71.29,80.74,56.57,62.77,37.22,61.69,29.19,58.03,6.57,3.24
20210855,F,Computer Science,3.99,4,1,1,75.73,78.54,70.45,94.37,100.91,88.38,78.30,72.49,54.71,0.00,75.74,78.74,70.60,89.06,101.83,78.11,61.31,52.55,29.93,0.00,3.74
20210856,M,Information Systems,3.10,1,4,2,77.37,70.19,72.49,72.24,82.83,64.50,88.58,75.94,74.97,58.57,77.47,70.28,72.54,52.19,68.61,41.60,78.46,57.67,56.21,34.30,3.21
20210857,M,Computer Science,3.46,3,3,1,75.49,71.74,79.23,96.66,81.72,84.58,74.48,84.14,82.17,42.29,75.67,71.93,79.28,93.43,66.78,71.54,55.47,70.80,67.52,17.88,3.73
20210858,M,Electronic Engineering,3.34,0,1,1,59.87,61.61,69.41,49.45,68.35,54.03,55.37,53.35,46.40,40.97,60.02,61.78,69.54,24.45,46.72,29.19,30.66,28.46,21.53,16.79,3.08
20210859,M,Applied Math,3.79,1,2,1,86.76,74.48,71.48,54.71,69.67,56.99,56.35,57.63,58.57,63.36,86.89,74.54,71.64,29.93,48.54,32.48,31.75,33.21,34.30,40.14,3.53
20210860,M,Information Systems,3.45,3,2,1,58.35,80.60,64.22,90.82,83.71,86.07,70.71,78.77,67.54,0.00,58.52,80.70,64.35,82.48,70.07,74.08,50.00,62.05,45.62,0.00,3.44
20210861,F,Electronic Engineering,3.21,2,2,0,69.04,55.04,61.90,80.15,78.54,80.15,77.37,76.42,79.69,27.02,69.04,55.14,61.98,64.24,61.69,64.24,59.86,58.40,63.50,7.30,3.27
20210862,F,Computer Science,3.07,3,3,1,66.13,68.62,71.22,85.22,92.41,86.50,78.07,79.92,86.71,13.51,66.19,68.76,71.34,72.62,85.40,74.82,60.95,63.87,75.19,1.83,3.33
20210863,F,Electronic Engineering,3.58,3,2,1,66.93,81.50,60.41,77.13,77.84,76.42,67.00,76.65,77.13,0.00,67.01,81.59,60.53,59.49,60.59,58.40,44.89,58.75,59.49,0.00,3.48
20210864,M,Information Systems,3.45,3,2,1,58.35,80.60,64.22,90.82,83.71,86.07,70.71,78.77,67.54,0.00,58.47,80.67,64.39,82.48,70.07,74.08,50.00,62.05,45.62,0.00,3.44
20210865,F,Electronic Engineering,2.61,2,1,0,62.79,59.81,40.97,57.63,56.02,73.25,70.71,72.49,46.01,42.29,62.92,59.91,41.01,33.21,31.38,53.66,50.00,52.55,21.17,17.88,2.84
20210866,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.50,68.69,67.15,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210867,F,Computer Science,3.94,2,2,2,78.52,65.07,62.49,72.49,75.70,83.71,76.42,69.67,83.05,49.82,78.63,65.26,62.53,52.55,57.30,70.07,58.40,48.54,68.97,24.82,3.80
20210868,F,Liberal Arts,4,3,1,1,77.37,56.67,77.84,86.92,79.46,69.93,65.07,68.08,87.34,0.00,77.53,56.80,77.94,75.55,63.14,48.90,42.34,46.35,76.28,0.00,3.77
20210869,M,Computer Science,3.19,3,2,0,53.55,50.18,70.97,90.62,83.93,90.01,77.60,63.93,68.35,0.00,53.58,50.31,71.04,82.12,70.44,81.02,60.22,40.87,46.72,0.00,3.17
20210870,M,Electronic Engineering,3.47,3,4,1,84.67,71.99,72.75,89.61,94.37,91.02,95.71,80.37,94.95,18.12,84.75,72.07,72.93,80.30,89.06,82.85,91.60,64.59,90.16,3.28,3.64
20210871,M,Others,3.19,1,0,1,44.80,63.65,61.90,63.36,53.70,53.01,29.60,35.74,38.68,55.70,44.94,63.83,61.92,40.14,28.84,28.10,8.76,12.77,14.96,31.02,2.89
20210872,F,Others,3.34,3,1,1,62.50,60.11,78.07,72.49,85.86,64.78,72.24,78.77,75.45,40.97,62.57,60.30,78.14,52.55,73.72,41.96,52.19,62.05,56.93,16.79,3.41
20210873,M,Applied Math,3.24,4,1,3,93.09,97.97,90.21,87.96,88.79,93.98,78.54,72.75,80.60,53.35,94.12,98.10,90.31,77.37,78.84,88.32,61.69,52.93,64.96,28.46,3.64
20210874,M,Information Systems,3.03,4,2,2,76.90,85.65,91.42,87.13,82.39,98.34,87.13,78.07,70.45,0.00,77.01,85.83,91.48,75.92,67.88,96.71,75.92,60.95,49.63,0.00,3.40
20210875,M,Electronic Engineering,3.88,1,2,1,77.83,77.13,75.70,51.97,74.73,71.74,71.99,78.30,68.08,59.19,77.87,77.26,75.72,27.01,55.85,51.47,51.83,61.31,46.35,35.03,3.69
20210876,M,Business,3.53,0,0,1,52.19,59.50,57.95,45.61,48.33,38.68,64.50,63.36,64.50,40.53,52.21,59.56,58.00,20.80,23.36,14.96,41.60,40.14,41.60,16.43,3.18
20210877,F,Electronic Engineering,3.34,0,1,1,62.22,49.08,52.32,55.37,34.17,63.36,47.95,41.85,55.04,32.53,62.23,49.13,52.41,30.66,11.68,40.14,22.99,17.51,30.29,10.58,2.82
20210878,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.34,68.73,62.68,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210879,F,Applied Math,3.35,4,0,3,100.00,79.92,92.22,79.46,91.22,78.07,67.27,67.81,68.62,36.75,100.00,100.00,100.00,63.14,83.21,60.95,45.25,45.98,47.09,13.51,3.48
20210880,M,Others,3.04,0,0,0,24.08,19.96,29.80,59.42,47.62,63.26,33.08,66.81,40.36,58.12,23.93,20.17,29.96,34.98,22.72,40.28,10.84,44.57,16.47,34.01,2.87
20210881,M,Electronic Engineering,3.26,3,2,1,77.14,67.27,59.19,91.02,89.20,76.89,79.92,83.49,72.24,50.54,77.18,67.38,59.20,82.85,79.57,59.12,63.87,69.71,52.19,25.54,3.45
20210882,M,Business,3.29,3,1,2,81.87,75.21,74.97,70.97,75.21,85.44,81.72,88.17,87.75,31.97,81.97,75.28,75.17,50.37,56.57,73.00,66.78,77.74,77.00,10.22,3.50
20210883,M,Business,3.91,0,2,1,50.45,65.07,51.62,67.81,49.08,33.64,69.41,79.00,83.93,59.19,50.50,65.25,51.80,45.98,24.09,11.32,48.18,62.41,70.44,35.03,3.63
20210884,F,Liberal Arts,3.10,3,1,2,68.78,79.69,67.27,80.15,78.07,70.97,77.60,88.38,69.41,47.95,68.78,79.78,67.39,64.24,60.95,50.37,60.22,78.11,48.18,22.99,3.28
20210885,M,Computer Science,3.67,3,2,1,60.17,74.48,67.54,88.79,80.83,79.46,67.54,73.49,81.28,0.00,60.29,74.58,67.68,78.84,65.33,63.14,45.62,54.01,66.06,0.00,3.42
20210886,F,Business,3.11,2,1,0,64.20,53.70,40.53,57.95,67.00,65.62,61.31,73.74,73.25,25.63,64.36,53.85,40.61,33.58,44.89,43.06,37.59,54.38,53.66,6.57,3.12
20210887,F,Applied Math,3.09,0,0,4,89.60,77.84,81.05,41.85,51.97,54.37,51.97,47.18,56.35,66.73,89.68,77.92,81.19,17.51,27.01,29.56,27.01,22.26,31.75,44.53,3.21
20210888,F,Information Systems,3.34,3,3,1,61.35,81.05,85.44,72.24,81.72,76.65,70.19,81.72,71.48,20.04,61.51,81.21,85.58,52.19,66.78,58.75,49.27,66.78,51.09,4.02,3.38
20210889,F,Liberal Arts,4,2,1,0,70.84,48.71,52.67,54.71,80.37,75.70,61.01,72.75,68.35,0.00,70.97,48.87,52.85,29.93,64.59,57.30,37.22,52.93,46.72,0.00,3.49
20210890,F,Applied Math,3.47,0,2,2,90.20,64.50,61.61,49.82,64.22,59.19,76.18,57.95,62.49,47.95,90.28,64.52,61.69,24.82,41.24,35.03,58.03,33.58,39.05,22.99,3.34
20210891,F,Electronic Engineering,3.24,2,1,1,61.93,55.70,74.97,82.83,62.78,70.45,68.08,68.08,66.45,44.80,62.09,55.77,75.01,68.61,39.41,49.63,46.35,46.35,44.16,20.07,3.14
20210892,F,Applied Math,3.10,2,1,1,76.20,58.26,68.62,65.90,80.60,64.78,71.74,56.35,69.93,38.21,76.31,58.36,68.65,43.43,64.96,41.96,51.47,31.75,48.90,14.60,3.06
20210893,F,Liberal Arts,3.22,0,1,1,49.00,55.37,60.71,36.75,34.70,62.78,75.45,59.81,79.00,44.80,49.12,55.41,60.81,13.51,12.04,39.41,56.93,35.77,62.41,20.07,3.02
20210894,M,Applied Math,3.68,2,2,3,93.33,84.14,75.21,72.49,63.93,83.05,78.30,64.22,67.54,51.62,93.50,84.28,75.36,52.55,40.87,68.97,61.31,41.24,45.62,26.65,3.77
20210895,M,Applied Math,3.08,3,0,4,96.91,82.17,84.58,89.81,89.61,82.39,77.84,69.67,56.35,49.08,96.99,82.29,84.62,80.66,80.30,67.88,60.59,48.54,31.75,24.09,3.50
20210896,M,Computer Science,3.22,4,1,1,74.29,74.73,65.07,91.62,90.82,101.27,70.71,76.89,78.07,35.23,74.40,74.78,65.23,83.94,82.48,102.56,50.00,59.12,60.95,12.41,3.48
20210897,M,Applied Math,3.66,4,1,4,98.74,97.41,83.93,92.81,95.52,87.75,81.95,72.75,84.79,50.54,98.94,97.55,84.03,86.14,91.24,77.00,67.16,52.93,71.89,25.54,3.79
20210898,M,Others,3.98,3,0,1,66.40,74.97,74.24,70.71,70.97,78.30,59.50,53.70,44.39,41.85,66.44,75.01,74.39,50.00,50.37,61.31,35.40,28.84,19.70,17.51,3.69
20210899,M,Electronic Engineering,2.78,3,3,0,64.20,73.74,52.32,87.55,74.97,77.37,73.25,86.92,73.74,48.71,64.30,73.74,52.49,76.65,56.21,59.86,53.66,75.55,54.38,23.73,3.16
20210900,M,Information Systems,3.55,2,3,1,61.93,80.83,65.62,67.27,71.99,86.92,79.00,67.81,87.34,35.23,62.01,81.00,65.80,45.25,51.83,75.55,62.41,45.98,76.28,12.41,3.40
20210901,M,Computer Science,3.29,3,3,2,87.38,73.00,84.79,96.09,97.04,91.02,83.93,93.00,84.36,27.68,87.40,73.02,84.92,92.33,94.17,82.85,70.44,86.49,71.17,7.66,3.49
20210902,M,Others,3.13,1,2,1,71.09,73.49,68.08,54.03,71.74,71.74,66.18,59.50,62.49,56.67,71.12,73.53,68.26,29.19,51.47,51.47,43.80,35.40,39.05,32.11,3.24
20210903,F,Electronic Engineering,3.58,3,2,1,66.93,81.50,60.41,77.13,77.84,76.42,67.00,76.65,77.13,0.00,67.08,81.61,60.57,59.49,60.59,58.40,44.89,58.75,59.49,0.00,3.48
20210904,M,Business,4,0,0,2,67.47,63.07,48.71,57.63,57.95,55.70,45.21,53.01,60.71,54.03,67.58,63.08,48.71,33.21,33.58,31.02,20.44,28.10,36.86,29.19,3.58
20210905,F,Computer Science,3.22,2,3,1,71.59,64.22,55.04,83.49,91.02,78.30,73.25,80.60,71.22,40.53,71.67,64.24,55.20,69.71,82.85,61.31,53.66,64.96,50.72,16.43,3.41
20210906,F,Electronic Engineering,3.21,2,2,0,69.04,55.04,61.90,80.15,78.54,80.15,77.37,76.42,79.69,27.02,69.17,55.14,61.93,64.24,61.69,64.24,59.86,58.40,63.50,7.30,3.27
20210907,M,Computer Science,2.61,0,2,0,57.42,51.62,53.01,54.37,49.45,66.45,73.74,64.78,56.99,43.98,57.54,51.79,53.11,29.56,24.45,44.16,54.38,41.96,32.48,19.34,2.75
20210908,F,Applied Math,3.31,3,1,3,87.58,93.00,80.60,88.58,70.97,81.95,59.81,79.92,63.65,0.00,87.67,93.04,80.67,78.46,50.37,67.16,35.77,63.87,40.51,0.00,3.39
20210909,F,Electronic Engineering,3.20,4,2,2,71.09,84.58,86.07,92.02,94.17,87.13,76.42,85.65,72.24,27.02,71.10,84.60,86.13,84.68,88.68,75.92,58.40,73.36,52.19,7.30,3.46
20210910,F,Information Systems,3.87,0,2,3,81.43,73.99,83.93,47.18,58.57,67.00,73.74,81.50,68.88,56.67,81.61,74.15,84.02,22.26,34.30,44.89,54.38,66.42,47.44,32.11,3.68
20210911,F,Computer Science,3.07,3,3,1,66.13,68.62,71.22,85.22,92.41,86.50,78.07,79.92,86.71,13.51,66.31,68.79,71.30,72.62,85.40,74.82,60.95,63.87,75.19,1.83,3.33
20210912,F,Information Systems,3.33,2,1,2,66.67,68.62,83.93,60.41,78.77,66.18,62.78,64.50,62.78,44.80,66.67,68.71,84.10,36.49,62.05,43.80,39.41,41.60,39.41,20.07,3.34
20210913,F,Applied Math,3.28,1,1,3,78.74,75.45,87.55,73.00,50.90,53.70,56.35,55.04,55.04,63.93,78.79,75.49,87.67,53.29,25.91,28.84,31.75,30.29,30.29,40.87,3.14
20210914,F,Computer Science,3.07,3,3,1,66.13,68.62,71.22,85.22,92.41,86.50,78.07,79.92,86.71,13.51,66.32,68.81,71.35,72.62,85.40,74.82,60.95,63.87,75.19,1.83,3.33
20210915,F,Information Systems,3.34,3,3,1,61.35,81.05,85.44,72.24,81.72,76.65,70.19,81.72,71.48,20.04,61.38,81.25,85.46,52.19,66.78,58.75,49.27,66.78,51.09,4.02,3.38
20210916,M,Electronic Engineering,3.88,1,2,1,77.83,77.13,75.70,51.97,74.73,71.74,71.99,78.30,68.08,59.19,77.94,77.33,75.71,27.01,55.85,51.47,51.83,61.31,46.35,35.03,3.69
